Review,Polarity,clean
excelente servicio en posada don bosco limpio que es lo que buscamos y comida tradicional todo muy rico y el tradicional chocolate metate hace que se vea mejor por su sabor sito esquí y lugar es muy tradicional que demuestra nuestros sabores colores y tradiciones mexicanas es un hermoso lugar para recomendar,2.0,excelente servicio en posada don bosco limpio que es lo que buscamos y comida tradicional todo muy rico y el tradicional chocolate metate hace que se vea mejor por su sabor sito esquí y lugar es muy tradicional que demuestra nuestros sabores colores y tradiciones mexicanas es un hermoso lugar para recomendar
He venido a este restaurante desde principios de la década me encanta sentarme debajo del árbol escuchando sonidos locales saboreando un buen tequila este año me pareció que la calidad de la comida ha disminuido no cantidad sino el sabor marinero donde parecía menos casero y más empaquetado todavía así que disfruté de mi torta ahogada el impresionante guacamole derretido sin la flor de calabaza la birria el Huitlacoche faltaba las Gorditas y la sangría era terrible más,2.0,He venido a este restaurante desde principios de la década me encanta sentarme debajo del árbol escuchando sonidos locales saboreando un buen tequila este año me pareció que la calidad de la comida ha disminuido no cantidad sino el sabor marinero donde parecía menos casero y más empaquetado todavía así que disfruté de mi torta ahogada el impresionante guacamole derretido sin la flor de calabaza la birria el Huitlacoche faltaba las Gorditas y la sangría era terrible más
el lugar es maravillosa terraza encantadora carece de sentido común para los platos básicos mexicanos aunque es un lugar de comida tailandesa también tienen otras opciones como tacos pero se sirven con tortilla de harina muy malo para los mexicanos acostumbrados a todo tipo más,2.0,el lugar es maravillosa terraza encantadora carece de sentido común para los platos básicos mexicanos aunque es un lugar de comida tailandesa también tienen otras opciones como tacos pero se sirven con tortilla de harina muy malo para los mexicanos acostumbrados a todo tipo más
Las fotos son gente amable increíble pero la ubicación es vieja y no bien mantenida que estaban renovando la habitación junto a sábado y domingo temporada alta este lugar no tiene nada holístico fuimos allí y nos íbamos a quedar una semana de vuelta a casa después de las noches,2.0,Las fotos son gente amable increíble pero la ubicación es vieja y no bien mantenida que estaban renovando la habitación junto a sábado y domingo temporada alta este lugar no tiene nada holístico fuimos allí y nos íbamos a quedar una semana de vuelta a casa después de las noches
La verdad es muy descuidado el hotel en la habitación que me tocó las velocidades de los ventiladores no funcionaban la piscina sucia realmente tenía caca de tierra humana algo muy desagradable de la recepción es que pedimos un cambio de habitación y no querían tener habitaciones vacías les dijimos que les pagaríamos la diferencia y aún así su respuesta fue negativa en verdad no volvería ni recomendaría este hotel,2.0,La verdad es muy descuidado el hotel en la habitación que me tocó las velocidades de los ventiladores no funcionaban la piscina sucia realmente tenía caca de tierra humana algo muy desagradable de la recepción es que pedimos un cambio de habitación y no querían tener habitaciones vacías les dijimos que les pagaríamos la diferencia y aún así su respuesta fue negativa en verdad no volvería ni recomendaría este hotel
la vista del lugar es inmejorable esto es muy bueno el ambiente es relajado la verdad es una tarjeta muy pequeña y lo que intentamos es simplemente normal y como digo por lo que estoy dando una alta calificación No tengo ningún problema en pagar platos caros más,2.0,la vista del lugar es inmejorable esto es muy bueno el ambiente es relajado la verdad es una tarjeta muy pequeña y lo que intentamos es simplemente normal y como digo por lo que estoy dando una alta calificación No tengo ningún problema en pagar platos caros más
"cada diciembre mi familia y yo vamos a comer en este restaurante antes de que fuera muy bueno, pero este año fue decepcionante mala atención al turismo nacional y locales tienen mesas supuestamente reservadas para grupos de viajes de turistas extranjeros que son los más",2.0,"cada diciembre mi familia y yo vamos a comer en este restaurante antes de que fuera muy bueno, pero este año fue decepcionante mala atención al turismo nacional y locales tienen mesas supuestamente reservadas para grupos de viajes de turistas extranjeros que son los más"
El hotel está en remodelación en materia de piscina y jacuzzi estos no se mencionan ni en la página del hotel ya que en la página de expedia ofrece un servicio en otro hotel de piscina climatizada techada con vestidores y toallas mismo que no es cierto que esto es en el hotel el personal no sabe que pueden ir invitados de la misión y aparte de la piscina al aire libre mismo que tuve que ayudar a quitar el lienzo que lo cubría el servicio de taxis que les proporcionan que les digo que nunca volver tuvo que pedir otro y se espera que más de minutos para que vayan por nosotros,2.0,El hotel está en remodelación en materia de piscina y jacuzzi estos no se mencionan ni en la página del hotel ya que en la página de expedia ofrece un servicio en otro hotel de piscina climatizada techada con vestidores y toallas mismo que no es cierto que esto es en el hotel el personal no sabe que pueden ir invitados de la misión y aparte de la piscina al aire libre mismo que tuve que ayudar a quitar el lienzo que lo cubría el servicio de taxis que les proporcionan que les digo que nunca volver tuvo que pedir otro y se espera que más de minutos para que vayan por nosotros
"la calidad de las respiraciones es buena, pero el camarero es muy lento, así como la preparación de los minutos de comida para un mal pastel de organización que tuvimos que recordar al camarero nuestro pedido varias veces buen lugar sabrosa comida con un servicio lento",2.0,"la calidad de las respiraciones es buena, pero el camarero es muy lento, así como la preparación de los minutos de comida para un mal pastel de organización que tuvimos que recordar al camarero nuestro pedido varias veces buen lugar sabrosa comida con un servicio lento"
"la experiencia vale la pena, pero si usted busca una comida espectacular y un buen servicio no es el lugar no pedir atún",2.0,"la experiencia vale la pena, pero si usted busca una comida espectacular y un buen servicio no es el lugar no pedir atún"
Estábamos de noche en el hotel hicimos la reserva para adultos y niños pedimos cama supletoria que cobran en el momento de la llegada nos dicen que tenemos que pagar además según las tarifas que han anunciado en la recepción que estábamos poniendo en un niño adicional que era completamente mentira si pagamos una habitación con camas dobles y nos pidieron una cama supletoria nos cobraron lo que querían y la verdad un hotel completamente sobrevalorado sucio el baño etc aparte del peor servicio de Internet no lo recomiendo en absoluto,2.0,Estábamos de noche en el hotel hicimos la reserva para adultos y niños pedimos cama supletoria que cobran en el momento de la llegada nos dicen que tenemos que pagar además según las tarifas que han anunciado en la recepción que estábamos poniendo en un niño adicional que era completamente mentira si pagamos una habitación con camas dobles y nos pidieron una cama supletoria nos cobraron lo que querían y la verdad un hotel completamente sobrevalorado sucio el baño etc aparte del peor servicio de Internet no lo recomiendo en absoluto
No me gustó la comida en el restaurante mis amigos de sándwiches para la cena y muy poco papas fritas en el lado no le gustó la comida las bebidas eran margaritas finas y mojitos,2.0,No me gustó la comida en el restaurante mis amigos de sándwiches para la cena y muy poco papas fritas en el lado no le gustó la comida las bebidas eran margaritas finas y mojitos
El hotel está en un edificio histórico justo en el casco antiguo muy cerca de la catedral el patio del hotel está muy bien mantenido hay una variedad de tipos de habitaciones en este hotel desde muy pequeño a un poco más grande teníamos algunos de una suite junior equipada con un calentador eléctrico ya que las noches pueden ser bastante frías pasamos los siguientes problemas el hotel no tenía agua caliente nuestro reloj de la habitación estaba medio roto había muy poca luz en la habitación muebles viejos y desgastados y había una especie de unidad de aire acondicionado de la pared que se convertiría en sí mismo en cualquier momento sin control la mitad de los canales de televisión no funciona,2.0,El hotel está en un edificio histórico justo en el casco antiguo muy cerca de la catedral el patio del hotel está muy bien mantenido hay una variedad de tipos de habitaciones en este hotel desde muy pequeño a un poco más grande teníamos algunos de una suite junior equipada con un calentador eléctrico ya que las noches pueden ser bastante frías pasamos los siguientes problemas el hotel no tenía agua caliente nuestro reloj de la habitación estaba medio roto había muy poca luz en la habitación muebles viejos y desgastados y había una especie de unidad de aire acondicionado de la pared que se convertiría en sí mismo en cualquier momento sin control la mitad de los canales de televisión no funciona
sazon buen cuidado buen lugar bueno lo único malo es que no aceptan tarjeta de crédito y el baño es muy pequeño y los vendedores ambulantes no te dejan comer,2.0,sazon buen cuidado buen lugar bueno lo único malo es que no aceptan tarjeta de crédito y el baño es muy pequeño y los vendedores ambulantes no te dejan comer
"oímos hablar de este lugar de un amigo nuestro que visitó y de tantas críticas en el asesor de viaje, mientras que ninguno de los lugares en la isla son los más limpios éste era muy boceto no una multitud de setos y muy por encima de precio el guacamole y salsa necesitaba sazonar, así como el ceviche no recomendaría este lugar hay muchos otros que son mejores",2.0,"oímos hablar de este lugar de un amigo nuestro que visitó y de tantas críticas en el asesor de viaje, mientras que ninguno de los lugares en la isla son los más limpios éste era muy boceto no una multitud de setos y muy por encima de precio el guacamole y salsa necesitaba sazonar, así como el ceviche no recomendaría este lugar hay muchos otros que son mejores"
Comíamos aquí durante nuestra estancia en Tulum la comida no era muy buena los nachos eran muy grasosos no caseros comenzaron a llover lluvia cayeron por el techo directamente a nuestra mesa y la comida nos cambiaron a otra mesa pero estaba mojado en todas partes les aconsejaría que cambiaran su techo,2.0,Comíamos aquí durante nuestra estancia en Tulum la comida no era muy buena los nachos eran muy grasosos no caseros comenzaron a llover lluvia cayeron por el techo directamente a nuestra mesa y la comida nos cambiaron a otra mesa pero estaba mojado en todas partes les aconsejaría que cambiaran su techo
la comida era muy mala y muy decepcionado el servicio era eficiente y rápido aunque el restaurante estaba lleno de la peor experiencia culinaria en tulum,2.0,la comida era muy mala y muy decepcionado el servicio era eficiente y rápido aunque el restaurante estaba lleno de la peor experiencia culinaria en tulum
Fui al final del año la verdad no me hizo tan increíble como dicen que la piscina tenía agua verde oscuro las habitaciones si estaban limpias como deberían ser debido a un problema debido a la luz que no teníamos agua o luz en diciembre día y el día que tuvimos que salir a la y a los propietarios que nos sacan de las habitaciones ok es cierto que es su trabajo para el día se supone que todos están en la playa para la fiesta y nadie se levanta tan temprano sobre todo no había nadie que necesitara las habitaciones ahora mismo no es que en Mexico todo el mundo estaba bien relajado,2.0,Fui al final del año la verdad no me hizo tan increíble como dicen que la piscina tenía agua verde oscuro las habitaciones si estaban limpias como deberían ser debido a un problema debido a la luz que no teníamos agua o luz en diciembre día y el día que tuvimos que salir a la y a los propietarios que nos sacan de las habitaciones ok es cierto que es su trabajo para el día se supone que todos están en la playa para la fiesta y nadie se levanta tan temprano sobre todo no había nadie que necesitara las habitaciones ahora mismo no es que en Mexico todo el mundo estaba bien relajado
El hotel está en una buena ubicación pero las habitaciones son pesimas el ahua este frío y los colchones súper duros y almohadas super incómodos no podía descansar aparte encontré una cucaracha en la comida de abitacion este rico pero te sirven muy poco no recomiendo,2.0,El hotel está en una buena ubicación pero las habitaciones son pesimas el ahua este frío y los colchones súper duros y almohadas super incómodos no podía descansar aparte encontré una cucaracha en la comida de abitacion este rico pero te sirven muy poco no recomiendo
Hoy me hospedé en este hotel porque llegué a un avandaro a una convención y no había más opciones la comercialización del hotel y su página son buenas ya que dan la imagen de un hotel de calidad y con buen servicio sin embargo no es del todo así al llegar al lugar se darán cuenta de que hay poco lugar para el aparcamiento y que las villas se distribuyen en forma de tierra en la pendiente del barranco tan muy probablemente tienen que cargar su propio equipaje entre los pasillos pavimentados y si la lluvia como era el caso hoy es un poco más incómodo las habitaciones son realmente austeras y,2.0,Hoy me hospedé en este hotel porque llegué a un avandaro a una convención y no había más opciones la comercialización del hotel y su página son buenas ya que dan la imagen de un hotel de calidad y con buen servicio sin embargo no es del todo así al llegar al lugar se darán cuenta de que hay poco lugar para el aparcamiento y que las villas se distribuyen en forma de tierra en la pendiente del barranco tan muy probablemente tienen que cargar su propio equipaje entre los pasillos pavimentados y si la lluvia como era el caso hoy es un poco más incómodo las habitaciones son realmente austeras y
un lugar que nació aquí en atlixco lástima que ha descuidado tanto su negocio la heladería que está en la plaza del centro de atlixco helado regado a la vuelta hay algunos helados con mejor calidad precio no recomiendo a una calle hay algunos helados de mejor calidad más,2.0,un lugar que nació aquí en atlixco lástima que ha descuidado tanto su negocio la heladería que está en la plaza del centro de atlixco helado regado a la vuelta hay algunos helados con mejor calidad precio no recomiendo a una calle hay algunos helados de mejor calidad más
pobre comida pero al precio de dos ricos huevos revueltos te cobran en pesos no me importaría pagar si probara pero es feo y sin gracia además de que te engañan con que tienen un súper menú y nada que ver con,2.0,pobre comida pero al precio de dos ricos huevos revueltos te cobran en pesos no me importaría pagar si probara pero es feo y sin gracia además de que te engañan con que tienen un súper menú y nada que ver con
"Tal vez las habitaciones de la otra parte del hotel están bien, pero quedarse al lado de la recepción era terrible la habitación era más que un búnker con una unidad de aire acondicionado que sonaba como un tractor estacionado en las ventanas de la habitación y pantalla de mosquitos en el baño tenía enormes grietas por lo que necesita comprar un asesino mosi el personal era muy servicial y amable No sé si conseguimos una habitación y servicio pésimo porque reservamos a través de la comunicación de reserva, pero no recomiendo este hotel a todos el viaje al cañón es increíble, pero si te gusta la comodidad puede",2.0,"Tal vez las habitaciones de la otra parte del hotel están bien, pero quedarse al lado de la recepción era terrible la habitación era más que un búnker con una unidad de aire acondicionado que sonaba como un tractor estacionado en las ventanas de la habitación y pantalla de mosquitos en el baño tenía enormes grietas por lo que necesita comprar un asesino mosi el personal era muy servicial y amable No sé si conseguimos una habitación y servicio pésimo porque reservamos a través de la comunicación de reserva, pero no recomiendo este hotel a todos el viaje al cañón es increíble, pero si te gusta la comodidad puede"
Supongo que en este hotel era el máximo pero la verdad de hoy ya no es un hotel extremadamente caro por lo que ofrecen cuando llegué a mi habitación había como colillas de cigarrillos en la terraza ya que las habitaciones tienen jacuzzi no piscina en el interior son muy húmedos y terriblemente calientes no hay aire acondicionado entonces tienes que dormir con la ventana abierta que está expuesto a miles de mosquitos que entran en la habitación toda la decoración es muy antigua y mal cuidada hay fugas en las habitaciones el jacuzzi hace ruido sólo se ve un canal de TV el olor a feo los cristales se rompen al mismo tiempo que el wifi funciona,2.0,Supongo que en este hotel era el máximo pero la verdad de hoy ya no es un hotel extremadamente caro por lo que ofrecen cuando llegué a mi habitación había como colillas de cigarrillos en la terraza ya que las habitaciones tienen jacuzzi no piscina en el interior son muy húmedos y terriblemente calientes no hay aire acondicionado entonces tienes que dormir con la ventana abierta que está expuesto a miles de mosquitos que entran en la habitación toda la decoración es muy antigua y mal cuidada hay fugas en las habitaciones el jacuzzi hace ruido sólo se ve un canal de TV el olor a feo los cristales se rompen al mismo tiempo que el wifi funciona
"la playa estaba llena de gente y sólo más gente y más gente no es mi idea de vacaciones si no para todos los ferries que entran continuamente la playa puede haber sido hermosa, pero quién sabe que no podía ver y esta era la temporada baja nos quedamos noches en la isla y podemos volver a algunos, pero nos quedaremos en el lado sur",2.0,"la playa estaba llena de gente y sólo más gente y más gente no es mi idea de vacaciones si no para todos los ferries que entran continuamente la playa puede haber sido hermosa, pero quién sabe que no podía ver y esta era la temporada baja nos quedamos noches en la isla y podemos volver a algunos, pero nos quedaremos en el lado sur"
muy tarde el servicio muy rico y accesible los precios justos sólo que toman para obtener el servicio,2.0,muy tarde el servicio muy rico y accesible los precios justos sólo que toman para obtener el servicio
Hoy fui a almorzar a este lugar y me entristece mucho su servicio deja mucho que desear debo admitir que el espacio es agradable y agradable pero duele mantenerlo en que la decoración es buena pero su atención y comida más,2.0,Hoy fui a almorzar a este lugar y me entristece mucho su servicio deja mucho que desear debo admitir que el espacio es agradable y agradable pero duele mantenerlo en que la decoración es buena pero su atención y comida más
el lugar es único y la laguna es un paraíso el precio no está de acuerdo con lo que representa en el servicio de limpieza y cuidado la cabina frente a la laguna muy agradable pero descuidado sin mantenimiento sin comodidades básicas no habría importado si el precio fuera más barato las viejas y sucias sábanas la limpieza de baja calidad de una telaraña con su araña incluida nos acompañó las cuatro noches en el jabón del lavabo no limpiar nada poco personal para la temporada nos hicieron la habitación hasta la pm y el tipo que lo hizo nos dijo que era normal ya que el personal descansaba ese día el problema es que el costo seguía siendo el mismo,2.0,el lugar es único y la laguna es un paraíso el precio no está de acuerdo con lo que representa en el servicio de limpieza y cuidado la cabina frente a la laguna muy agradable pero descuidado sin mantenimiento sin comodidades básicas no habría importado si el precio fuera más barato las viejas y sucias sábanas la limpieza de baja calidad de una telaraña con su araña incluida nos acompañó las cuatro noches en el jabón del lavabo no limpiar nada poco personal para la temporada nos hicieron la habitación hasta la pm y el tipo que lo hizo nos dijo que era normal ya que el personal descansaba ese día el problema es que el costo seguía siendo el mismo
"la verdad es que me alegro de que tengan lugares como tripadvisor hoy para decirnos lo que realmente está pasando, pero parece que la ubicación pura y fotos increíbles del hotel debe ser lo que mantiene este lugar en los negocios porque honestamente la ubicación de la playa es lo único que tiene este lugar en sí mismo es justo al final de la playa norte la mejor extensión de la playa de la isla una vez dicho esto le da las aguas tranquilas del Caribe Waveless aguas la claridad similar a la piscina y todo está allí en frente de su hotel concedido es increíble incluso te das cuenta de que realmente se puede nadar en esta playa",2.0,"la verdad es que me alegro de que tengan lugares como tripadvisor hoy para decirnos lo que realmente está pasando, pero parece que la ubicación pura y fotos increíbles del hotel debe ser lo que mantiene este lugar en los negocios porque honestamente la ubicación de la playa es lo único que tiene este lugar en sí mismo es justo al final de la playa norte la mejor extensión de la playa de la isla una vez dicho esto le da las aguas tranquilas del Caribe Waveless aguas la claridad similar a la piscina y todo está allí en frente de su hotel concedido es increíble incluso te das cuenta de que realmente se puede nadar en esta playa"
Tuve muchas situaciones que no fueron satisfactorias en mi estancia que vale la pena destacar fue la primera vez en esa cadena pésima solicitud de comida pechuga a la parrilla más bien era comida a la parrilla de plástico de otros establecimientos sólo tienen menús pero no atienden a ese hotel entonces para que se lo dejen al huésped invertí tiempo seleccionando el plato para nada muy alta solicitud almohadas si podían apoyarme con un más pequeño en automático me dijeron que eran todos el mismo encargo de salida y para otro huésped en recepción y no lo dieron varias veces al vestíbulo porque no me dieron información completa por ejemplo el pago de,2.0,Tuve muchas situaciones que no fueron satisfactorias en mi estancia que vale la pena destacar fue la primera vez en esa cadena pésima solicitud de comida pechuga a la parrilla más bien era comida a la parrilla de plástico de otros establecimientos sólo tienen menús pero no atienden a ese hotel entonces para que se lo dejen al huésped invertí tiempo seleccionando el plato para nada muy alta solicitud almohadas si podían apoyarme con un más pequeño en automático me dijeron que eran todos el mismo encargo de salida y para otro huésped en recepción y no lo dieron varias veces al vestíbulo porque no me dieron información completa por ejemplo el pago de
Solía quedarme en Bw y pensé que sería la misma experiencia los puntos que no eran a nuestro gusto llegamos por la noche el personal de recepción bastante mal enfrentados nos preguntamos si nos ayudaría a conseguir un encendedor para que mi marido fumara fuera y no traté de hacer más solo comentario x No tengo x en toodoo el hotel no había partido ni más ligero ni nos dijo el horario de desayuno la habitación estaba en una zona de remodelación al lado de la cual por la mañana era el siguiente personal del hotel y hizo demasiado ruido el wc no tiró tenía agua en todos,2.0,Solía quedarme en Bw y pensé que sería la misma experiencia los puntos que no eran a nuestro gusto llegamos por la noche el personal de recepción bastante mal enfrentados nos preguntamos si nos ayudaría a conseguir un encendedor para que mi marido fumara fuera y no traté de hacer más solo comentario x No tengo x en toodoo el hotel no había partido ni más ligero ni nos dijo el horario de desayuno la habitación estaba en una zona de remodelación al lado de la cual por la mañana era el siguiente personal del hotel y hizo demasiado ruido el wc no tiró tenía agua en todos
"durante los últimos tres días de nuestra luna de miel queríamos estar en un lujoso ambiente caribeño y estábamos dispuestos a gastar un poco de dinero para este punto culminante final así que reservamos una suite de chatarra por dólares la noche después de haber pasado unos días en tulum sabíamos que los precios no son un buen indicador de buena calidad, pero no esperábamos la calidad que está lejos de los estándares internacionales al llegar lo primero que se nota es el ruidoso generador de bullicio cerca de la entrada y no parar toda la noche por un jardín de meditación lo que yo llamaría definitivamente una combinación extraña ni hay guía de signos a la recepción para que",2.0,"durante los últimos tres días de nuestra luna de miel queríamos estar en un lujoso ambiente caribeño y estábamos dispuestos a gastar un poco de dinero para este punto culminante final así que reservamos una suite de chatarra por dólares la noche después de haber pasado unos días en tulum sabíamos que los precios no son un buen indicador de buena calidad, pero no esperábamos la calidad que está lejos de los estándares internacionales al llegar lo primero que se nota es el ruidoso generador de bullicio cerca de la entrada y no parar toda la noche por un jardín de meditación lo que yo llamaría definitivamente una combinación extraña ni hay guía de signos a la recepción para que"
"Dejé una muy buena crítica para nuestra cena, pero el desayuno era muy pobre café no gran tostada francesa estaba mojado y correo no podía comer pasta con la cena y estos y pasar el desayuno la próxima vez",2.0,"Dejé una muy buena crítica para nuestra cena, pero el desayuno era muy pobre café no gran tostada francesa estaba mojado y correo no podía comer pasta con la cena y estos y pasar el desayuno la próxima vez"
Escribo esta opinión porque realmente no entiendo por qué este hotel está en primer lugar en la lista de asesores de viaje su ubicación no es en absoluto buena está a kilómetros del centro y la verdad es que las calles a su alrededor no son agradables se supone que es hotel boutique y la decoración no es nada del otro mundo sino que es austera y entiendo lo que hay hoteles amigables con mascotas pero el hecho de que en la puerta de la habitación tienes que saltar una mascota porque está dormida no es padre además de que salir del hotel por cierto hay un montón de perro callejero y había mucha suciedad,2.0,Escribo esta opinión porque realmente no entiendo por qué este hotel está en primer lugar en la lista de asesores de viaje su ubicación no es en absoluto buena está a kilómetros del centro y la verdad es que las calles a su alrededor no son agradables se supone que es hotel boutique y la decoración no es nada del otro mundo sino que es austera y entiendo lo que hay hoteles amigables con mascotas pero el hecho de que en la puerta de la habitación tienes que saltar una mascota porque está dormida no es padre además de que salir del hotel por cierto hay un montón de perro callejero y había mucha suciedad
el servicio es muy lento a los camareros olvidan lo que piden o tienen frío fuimos varias veces pero nos vamos con mal gusto de boca ya que toman una eternidad para tomar el orden y servir,2.0,el servicio es muy lento a los camareros olvidan lo que piden o tienen frío fuimos varias veces pero nos vamos con mal gusto de boca ya que toman una eternidad para tomar el orden y servir
