Review	Polarity
La experiencia no estuvo mal, en cuanto al servicio fue una experiencia inolvidable.	1.7
La experiencia no cumplió mis expectativas, en relación a la comida no creo que regrese.	2.0
El ambiente me encantó, en general fue una experiencia inolvidable.	1.7
El lugar fue decepcionante, teniendo en cuenta la ubicación no creo que regrese.	1.0
La atención no cumplió mis expectativas, teniendo en cuenta la ubicación pasó sin pena ni gloria.	4.5
Los precios fue sorprendente, en relación a la comida fue una experiencia inolvidable.	4.0
El lugar no estuvo mal, en relación a la comida volvería sin duda.	1.2
La decoración no cumplió mis expectativas, en general fue una experiencia inolvidable.	4.8
El lugar fue excelente, en comparación con otros lugares pasó sin pena ni gloria.	2.4
Los precios me desagradó, desde que llegamos fue una experiencia inolvidable.	4.9
La limpieza fue sorprendente, en cuanto al servicio lo recomendaría.	1.2
El lugar me dejó con ganas de más, en cuanto al servicio fue una experiencia inolvidable.	3.2
La limpieza me desagradó, en comparación con otros lugares fue una experiencia inolvidable.	4.7
La experiencia no estuvo mal, en relación a la comida lo recomendaría.	3.5
El lugar fue decepcionante, teniendo en cuenta la ubicación lo recomendaría.	3.1
La limpieza fue decepcionante, en cuanto al servicio pasó sin pena ni gloria.	3.9
El ambiente me encantó, teniendo en cuenta la ubicación no creo que regrese.	4.8
El ambiente fue decepcionante, desde que llegamos volvería sin duda.	3.9
El ambiente me dejó con ganas de más, desde que llegamos no lo recomendaría.	2.8
El lugar fue excelente, desde que llegamos fue una experiencia inolvidable.	2.7
El servicio me encantó, teniendo en cuenta la ubicación lo recomendaría.	4.8
El ambiente fue excelente, en comparación con otros lugares pasó sin pena ni gloria.	2.2
El servicio me encantó, desde que llegamos fue una experiencia inolvidable.	4.6
El ambiente me desagradó, en comparación con otros lugares lo recomendaría.	1.4
Los precios no estuvo mal, en cuanto al servicio no creo que regrese.	1.1
Los precios me desagradó, en comparación con otros lugares no lo recomendaría.	1.2
La comida no cumplió mis expectativas, desde que llegamos fue una experiencia inolvidable.	1.6
Los precios me encantó, en general no creo que regrese.	4.9
La decoración no cumplió mis expectativas, considerando el precio pasó sin pena ni gloria.	1.2
La comida no estuvo mal, en general pasó sin pena ni gloria.	2.8
Los precios me encantó, en relación a la comida fue una experiencia inolvidable.	2.7
Los precios fue excelente, en cuanto al servicio volvería sin duda.	2.0
La comida no estuvo mal, desde que llegamos lo recomendaría.	3.9
La comida no estuvo mal, en cuanto al servicio no creo que regrese.	2.3
El lugar fue sorprendente, en cuanto al servicio no creo que regrese.	3.5
El ambiente me dejó con ganas de más, desde que llegamos no lo recomendaría.	1.8
El ambiente fue sorprendente, en cuanto al servicio pasó sin pena ni gloria.	2.3
El lugar me dejó con ganas de más, en comparación con otros lugares fue una experiencia inolvidable.	3.6
La limpieza me dejó con ganas de más, en cuanto al servicio pasó sin pena ni gloria.	1.0
La limpieza no cumplió mis expectativas, teniendo en cuenta la ubicación pasó sin pena ni gloria.	1.2
La decoración fue sorprendente, en comparación con otros lugares no creo que regrese.	4.8
El ambiente me desagradó, considerando el precio fue una experiencia inolvidable.	3.9
El lugar fue sorprendente, en cuanto al servicio fue una experiencia inolvidable.	4.2
La atención fue decepcionante, en comparación con otros lugares volvería sin duda.	2.7
La comida me encantó, desde que llegamos no creo que regrese.	2.4
La limpieza me encantó, teniendo en cuenta la ubicación volvería sin duda.	4.9
La experiencia fue excelente, desde que llegamos pasó sin pena ni gloria.	4.0
La limpieza fue sorprendente, teniendo en cuenta la ubicación lo recomendaría.	1.6
El ambiente me encantó, en comparación con otros lugares pasó sin pena ni gloria.	4.2
El ambiente fue sorprendente, teniendo en cuenta la ubicación no creo que regrese.	4.8
Los precios me encantó, teniendo en cuenta la ubicación volvería sin duda.	3.3
El servicio me encantó, en general volvería sin duda.	3.0
Los precios no estuvo mal, en relación a la comida no creo que regrese.	1.7
El lugar me dejó con ganas de más, en general no lo recomendaría.	3.0
La atención me desagradó, en relación a la comida lo recomendaría.	2.1
El servicio me encantó, teniendo en cuenta la ubicación fue una experiencia inolvidable.	2.7
La comida me desagradó, desde que llegamos no creo que regrese.	2.1
Este restaurante no estuvo mal, en cuanto al servicio no lo recomendaría.	3.7
La limpieza me encantó, considerando el precio pasó sin pena ni gloria.	5.0
La decoración me encantó, en general fue una experiencia inolvidable.	4.0
La comida no cumplió mis expectativas, en comparación con otros lugares no creo que regrese.	1.9
El lugar me dejó con ganas de más, desde que llegamos fue una experiencia inolvidable.	2.3
La comida no estuvo mal, en cuanto al servicio fue una experiencia inolvidable.	5.0
La limpieza no cumplió mis expectativas, teniendo en cuenta la ubicación volvería sin duda.	2.9
La comida me desagradó, en relación a la comida volvería sin duda.	1.7
La comida fue sorprendente, teniendo en cuenta la ubicación pasó sin pena ni gloria.	3.4
El lugar no estuvo mal, desde que llegamos pasó sin pena ni gloria.	3.6
Los precios me desagradó, desde que llegamos volvería sin duda.	3.8
La experiencia me desagradó, en general fue una experiencia inolvidable.	1.4
Este restaurante fue decepcionante, desde que llegamos no creo que regrese.	4.6
El lugar me desagradó, desde que llegamos volvería sin duda.	1.3
El lugar me dejó con ganas de más, teniendo en cuenta la ubicación no lo recomendaría.	2.6
Este restaurante fue excelente, desde que llegamos lo recomendaría.	2.5
La limpieza fue sorprendente, en cuanto al servicio lo recomendaría.	3.3
La experiencia no estuvo mal, considerando el precio no lo recomendaría.	3.7
La decoración me dejó con ganas de más, teniendo en cuenta la ubicación pasó sin pena ni gloria.	5.0
Este restaurante fue excelente, teniendo en cuenta la ubicación pasó sin pena ni gloria.	4.0
La decoración fue sorprendente, en cuanto al servicio lo recomendaría.	3.4
La decoración fue decepcionante, teniendo en cuenta la ubicación pasó sin pena ni gloria.	2.7
El ambiente me encantó, en relación a la comida no creo que regrese.	3.8
El lugar fue excelente, considerando el precio pasó sin pena ni gloria.	3.7
La limpieza fue sorprendente, en general lo recomendaría.	4.2
Este restaurante me desagradó, en general no lo recomendaría.	1.1
El lugar me desagradó, en cuanto al servicio pasó sin pena ni gloria.	3.8
El lugar fue sorprendente, en comparación con otros lugares lo recomendaría.	2.3
El servicio fue sorprendente, en relación a la comida no creo que regrese.	3.6
Los precios fue sorprendente, en cuanto al servicio no lo recomendaría.	1.5
El ambiente no estuvo mal, en general lo recomendaría.	1.6
Este restaurante fue sorprendente, desde que llegamos pasó sin pena ni gloria.	4.3
El ambiente me desagradó, en general lo recomendaría.	1.7
Los precios no estuvo mal, en general fue una experiencia inolvidable.	4.0
La limpieza fue excelente, en general no lo recomendaría.	4.1
La decoración no estuvo mal, en comparación con otros lugares fue una experiencia inolvidable.	1.7
La atención fue excelente, en relación a la comida volvería sin duda.	4.4
La atención fue sorprendente, en general pasó sin pena ni gloria.	5.0
La atención no estuvo mal, en relación a la comida no creo que regrese.	3.2
La experiencia no estuvo mal, teniendo en cuenta la ubicación volvería sin duda.	1.8
Los precios no cumplió mis expectativas, desde que llegamos fue una experiencia inolvidable.	1.1
La comida me encantó, en cuanto al servicio fue una experiencia inolvidable.	2.0
La experiencia no cumplió mis expectativas, en comparación con otros lugares pasó sin pena ni gloria.	4.9
La comida fue sorprendente, considerando el precio no lo recomendaría.	3.9
La experiencia me dejó con ganas de más, en general lo recomendaría.	4.9
La decoración no estuvo mal, desde que llegamos volvería sin duda.	4.2
La atención no estuvo mal, considerando el precio no creo que regrese.	3.6
La decoración me encantó, desde que llegamos lo recomendaría.	2.6
La limpieza me dejó con ganas de más, considerando el precio fue una experiencia inolvidable.	3.0
La comida me desagradó, en general pasó sin pena ni gloria.	2.1
El lugar fue sorprendente, en general fue una experiencia inolvidable.	4.6
El servicio fue sorprendente, en cuanto al servicio fue una experiencia inolvidable.	3.5
La comida me dejó con ganas de más, desde que llegamos volvería sin duda.	3.2
La limpieza me desagradó, considerando el precio no lo recomendaría.	4.5
Este restaurante me encantó, en relación a la comida lo recomendaría.	2.1
La experiencia me desagradó, en comparación con otros lugares lo recomendaría.	1.9
El servicio fue decepcionante, en general fue una experiencia inolvidable.	4.7
La atención me dejó con ganas de más, considerando el precio volvería sin duda.	2.2
La experiencia me encantó, en cuanto al servicio lo recomendaría.	4.0
Este restaurante me dejó con ganas de más, en relación a la comida no lo recomendaría.	2.3
La atención me encantó, en general no lo recomendaría.	2.0
La comida no cumplió mis expectativas, teniendo en cuenta la ubicación fue una experiencia inolvidable.	3.7
La decoración fue decepcionante, desde que llegamos pasó sin pena ni gloria.	1.9
La comida no estuvo mal, en general fue una experiencia inolvidable.	1.8
